"Timestamp","MachineName","UserName","Replay","EvidenceFile"
"2025-10-07_12-25-45","6S5Z4M3","andrew.delgadillo","True",".\evidence\2025-10-07_12-25-45.json"
"2025-10-07_12-27-04","6S5Z4M3","andrew.delgadillo","True",".\evidence\2025-10-07_12-27-04.json"
